competition,match_stage,date,venue,club,opponent,match_score,player_position,goal_minute,score_at_goal,goal_type,assist_player,season,goal_decade,is_home_goal,goal_minute_bucket
LaLiga,28,2014-03-16,Home,FC Barcelona,CA Osasuna,7:0,CF,88,6:0,Right-footed shot,Dani Alves,2013-14,2010s,True,76-90
LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,42,2:2,Left-footed shot,Neymar,2013-14,2010s,False,31-45
LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,65,3:3,Penalty,Not Applicable,2013-14,2010s,False,61-75
LaLiga,29,2014-03-23,Away,FC Barcelona,Real Madrid,3:4,CF,84,3:4,Penalty,Not Applicable,2013-14,2010s,False,76-90
LaLiga,30,2014-03-26,Home,FC Barcelona,Celta de Vigo,3:0,CF,30,2:0,Right-footed shot,Andrés Iniesta,2013-14,2010s,True,16-30
LaLiga,31,2014-03-29,Away,FC Barcelona,RCD Espanyol Barcelona,0:1,CF,77,0:1,Penalty,Not Applicable,2013-14,2010s,False,76-90
LaLiga,32,2014-04-05,Home,FC Barcelona,Real Betis Balompié,3:1,CF,15,1:0,Penalty,Not Applicable,2013-14,2010s,True,0-15
LaLiga,32,2014-04-05,Home,FC Barcelona,Real Betis Balompié,3:1,CF,86,3:1,Penalty rebound,Antonio Amaya,2013-14,2010s,True,76-90
LaLiga,34,2014-04-20,Home,FC Barcelona,Athletic Bilbao,2:1,CF,74,2:1,Direct free kick,Not Applicable,2013-14,2010s,True,61-75
LaLiga,35,2014-04-27,Away,FC Barcelona,Villarreal CF,2:3,CF,83,2:3,Right-footed shot,Cesc Fàbregas,2013-14,2010s,False,76-90
LaLiga,36,2014-05-03,Home,FC Barcelona,Getafe CF,2:2,CF,23,1:0,Left-footed shot,Dani Alves,2013-14,2010s,True,16-30
LaLiga,1,2014-08-24,Home,FC Barcelona,Elche CF,3:0,CF,42,1:0,Left-footed shot,Sergio Busquets,2014-15,2010s,True,31-45
LaLiga,1,2014-08-24,Home,FC Barcelona,Elche CF,3:0,CF,64,3:0,Left-footed shot,Not Applicable,2014-15,2010s,True,61-75
LaLiga,4,2014-09-21,Away,FC Barcelona,Levante UD,0:5,CF,77,0:5,Right-footed shot,Not Applicable,2014-15,2010s,False,76-90
LaLiga,6,2014-09-27,Home,FC Barcelona,Granada CF,6:0,CF,62,4:0,Header,Dani Alves,2014-15,2010s,True,61-75
LaLiga,6,2014-09-27,Home,FC Barcelona,Granada CF,6:0,CF,82,6:0,Right-footed shot,Not Applicable,2014-15,2010s,True,76-90
UEFA Champions League,Group Stage,2014-09-30,Away,FC Barcelona,Paris Saint-Germain,3:2,RW,12,1:1,Left-footed shot,Andrés Iniesta,2014-15,2010s,False,0-15
LaLiga,7,2014-10-04,Away,FC Barcelona,Rayo Vallecano,0:2,CF,35,0:1,Left-footed shot,Gerard Piqué,2014-15,2010s,False,31-45
LaLiga,8,2014-10-18,Home,FC Barcelona,SD Eibar,3:0,CF,74,3:0,Left-footed shot,Neymar,2014-15,2010s,True,61-75
UEFA Champions League,Group Stage,2014-10-21,Home,FC Barcelona,Ajax Amsterdam,3:1,CF,24,2:0,Left-footed shot,Andrés Iniesta,2014-15,2010s,True,16-30
UEFA Champions League,Group Stage,2014-11-05,Away,FC Barcelona,Ajax Amsterdam,0:2,RW,36,0:1,Header,Marc Bartra,2014-15,2010s,False,31-45
UEFA Champions League,Group Stage,2014-11-05,Away,FC Barcelona,Ajax Amsterdam,0:2,RW,76,0:2,Left-footed shot,Pedro,2014-15,2010s,False,76-90
LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,21,1:0,Direct free kick,Not Applicable,2014-15,2010s,True,16-30
LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,73,4:1,Tap-in,Neymar,2014-15,2010s,True,61-75
LaLiga,12,2014-11-22,Home,FC Barcelona,Sevilla FC,5:1,RW,78,5:1,Left-footed shot,Neymar,2014-15,2010s,True,76-90
UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,38,0:2,Right-footed shot,Rafinha,2014-15,2010s,False,31-45
UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,58,0:3,Right-footed shot,Dani Alves,2014-15,2010s,False,46-60
UEFA Champions League,Group Stage,2014-11-25,Away,FC Barcelona,APOEL Nicosia,0:4,CF,87,0:4,Right-footed shot,Pedro,2014-15,2010s,False,76-90
LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,46,1:1,Left-footed shot,Xavi,2014-15,2010s,True,46-60
LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,50,2:1,Right-footed shot,Luis Suárez,2014-15,2010s,True,46-60
LaLiga,14,2014-12-07,Home,FC Barcelona,RCD Espanyol Barcelona,5:1,RW,81,5:1,Right-footed shot,Pedro,2014-15,2010s,True,76-90
UEFA Champions League,Group Stage,2014-12-10,Home,FC Barcelona,Paris Saint-Germain,3:1,SS,19,1:1,Right-footed shot,Luis Suárez,2014-15,2010s,True,16-30
LaLiga,16,2014-12-20,Home,FC Barcelona,Córdoba CF,5:0,RW,82,4:0,Right-footed shot,Not Applicable,2014-15,2010s,True,76-90
LaLiga,16,2014-12-20,Home,FC Barcelona,Córdoba CF,5:0,RW,90,5:0,Right-footed shot,Not Applicable,2014-15,2010s,True,76-90
Copa del Rey,Round of 16,2015-01-08,Home,FC Barcelona,Elche CF,5:0,RW,45,3:0,Penalty,Not Applicable,2014-15,2010s,True,31-45
LaLiga,18,2015-01-11,Home,FC Barcelona,Atlético de Madrid,3:1,RW,87,3:1,Left-footed shot,Not Applicable,2014-15,2010s,True,76-90
LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruña,0:4,RW,11,0:1,Header,Ivan Rakitic,2014-15,2010s,False,0-15
LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruña,0:4,RW,33,0:2,Left-footed shot,Luis Suárez,2014-15,2010s,False,31-45
LaLiga,19,2015-01-18,Away,FC Barcelona,Deportivo de La Coruña,0:4,RW,62,0:3,Left-footed shot,Ivan Rakitic,2014-15,2010s,False,61-75
Copa del Rey,Quarter-Finals,2015-01-21,Home,FC Barcelona,Atlético de Madrid,1:0,RW,85,1:0,Penalty rebound,Not Applicable,2014-15,2010s,True,76-90
LaLiga,20,2015-01-24,Away,FC Barcelona,Elche CF,0:6,CF,55,0:2,Penalty,Not Applicable,2014-15,2010s,False,46-60
LaLiga,20,2015-01-24,Away,FC Barcelona,Elche CF,0:6,CF,88,0:5,Left-footed shot,Marc Bartra,2014-15,2010s,False,76-90
LaLiga,21,2015-02-01,Home,FC Barcelona,Villarreal CF,3:2,RW,55,3:2,Right-footed shot,Luis Suárez,2014-15,2010s,True,46-60
LaLiga,22,2015-02-08,Away,FC Barcelona,Athletic Bilbao,2:5,RW,15,0:1,Direct free kick,Not Applicable,2014-15,2010s,False,0-15
Copa del Rey,Semi-Finals,2015-02-11,Home,FC Barcelona,Villarreal CF,3:1,RW,41,1:0,Left-footed shot,Luis Suárez,2014-15,2010s,True,31-45
LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,38,2:0,Right-footed shot,Marc Bartra,2014-15,2010s,True,31-45
LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,59,3:0,Right-footed shot,Pedro,2014-15,2010s,True,46-60
LaLiga,23,2015-02-15,Home,FC Barcelona,Levante UD,5:0,CF,65,4:0,Penalty,Not Applicable,2014-15,2010s,True,61-75
LaLiga,25,2015-02-28,Away,FC Barcelona,Granada CF,1:3,RW,70,1:3,Right-footed shot,Luis Suárez,2014-15,2010s,False,61-75
LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,56,3:0,Penalty,Not Applicable,2014-15,2010s,True,46-60
LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,63,4:0,Tap-in,Not Applicable,2014-15,2010s,True,61-75
LaLiga,26,2015-03-08,Home,FC Barcelona,Rayo Vallecano,6:1,RW,68,5:0,Left-footed shot,Pedro,2014-15,2010s,True,61-75
LaLiga,27,2015-03-14,Away,FC Barcelona,SD Eibar,0:2,RW,31,0:1,Penalty,Not Applicable,2014-15,2010s,False,31-45
LaLiga,27,2015-03-14,Away,FC Barcelona,SD Eibar,0:2,RW,55,0:2,Header,Ivan Rakitic,2014-15,2010s,False,46-60
LaLiga,30,2015-04-08,Home,FC Barcelona,UD Almería,4:0,RW,33,1:0,Left-footed shot,Marc Bartra,2014-15,2010s,True,31-45
LaLiga,31,2015-04-11,Away,FC Barcelona,Sevilla FC,2:2,RW,15,0:1,Left-footed shot,Neymar,2014-15,2010s,False,0-15
LaLiga,32,2015-04-18,Home,FC Barcelona,Valencia CF,2:0,RW,94,2:0,Left-footed shot,Not Applicable,2014-15,2010s,True,91+
LaLiga,33,2015-04-25,Away,FC Barcelona,RCD Espanyol Barcelona,0:2,RW,25,0:2,Left-footed shot,Luis Suárez,2014-15,2010s,False,16-30
LaLiga,34,2015-04-28,Home,FC Barcelona,Getafe CF,6:0,RW,9,1:0,Penalty,Not Applicable,2014-15,2010s,True,0-15
LaLiga,34,2015-04-28,Home,FC Barcelona,Getafe CF,6:0,RW,47,6:0,Left-footed shot,Luis Suárez,2014-15,2010s,True,46-60
LaLiga,35,2015-05-02,Away,FC Barcelona,Córdoba CF,0:8,RW,47,0:3,Header,Dani Alves,2014-15,2010s,False,46-60
LaLiga,35,2015-05-02,Away,FC Barcelona,Córdoba CF,0:8,RW,80,0:6,Left-footed shot,Luis Suárez,2014-15,2010s,False,76-90
UEFA Champions League,Semi-Finals,2015-05-06,Home,FC Barcelona,Bayern Munich,3:0,RW,77,1:0,Left-footed shot,Dani Alves,2014-15,2010s,True,76-90
UEFA Champions League,Semi-Finals,2015-05-06,Home,FC Barcelona,Bayern Munich,3:0,RW,80,2:0,Right-footed shot,Ivan Rakitic,2014-15,2010s,True,76-90
LaLiga,37,2015-05-17,Away,FC Barcelona,Atlético de Madrid,0:1,RW,65,0:1,Left-footed shot,Pedro,2014-15,2010s,False,61-75
LaLiga,38,2015-05-23,Home,FC Barcelona,Deportivo de La Coruña,2:2,RW,5,1:0,Header,Rafinha,2014-15,2010s,True,0-15
LaLiga,38,2015-05-23,Home,FC Barcelona,Deportivo de La Coruña,2:2,RW,59,2:0,Right-footed shot,Neymar,2014-15,2010s,True,46-60
Copa del Rey,Final,2015-05-30,Away,FC Barcelona,Athletic Bilbao,1:3,RW,20,0:1,Solo run,Not Applicable,2014-15,2010s,False,16-30
Copa del Rey,Final,2015-05-30,Away,FC Barcelona,Athletic Bilbao,1:3,RW,74,0:3,Left-footed shot,Dani Alves,2014-15,2010s,False,61-75
UEFA Super Cup,Final,2015-08-11,Home,FC Barcelona,Sevilla FC,5:4,RW,7,1:1,Direct free kick,Not Applicable,2015-16,2010s,True,0-15
UEFA Super Cup,Final,2015-08-11,Home,FC Barcelona,Sevilla FC,5:4,RW,16,2:1,Direct free kick,Not Applicable,2015-16,2010s,True,16-30
Supercopa,Final,2015-08-17,Home,FC Barcelona,Athletic Bilbao,1:1,RW,43,1:0,Left-footed shot,Luis Suárez,2015-16,2010s,True,31-45
LaLiga,3,2015-09-12,Away,FC Barcelona,Atlético de Madrid,1:2,RW,77,1:2,Left-footed shot,Luis Suárez,2015-16,2010s,False,76-90
LaLiga,4,2015-09-20,Home,FC Barcelona,Levante UD,4:1,SS,61,3:0,Penalty,Not Applicable,2015-16,2010s,True,61-75
LaLiga,4,2015-09-20,Home,FC Barcelona,Levante UD,4:1,SS,90,4:1,Left-footed shot,Marc Bartra,2015-16,2010s,True,76-90
UEFA Champions League,Group Stage,2015-11-24,Home,FC Barcelona,AS Roma,6:1,RW,18,2:0,Left-footed shot,Luis Suárez,2015-16,2010s,True,16-30
UEFA Champions League,Group Stage,2015-11-24,Home,FC Barcelona,AS Roma,6:1,RW,60,5:0,Tap-in,Not Applicable,2015-16,2010s,True,46-60
LaLiga,13,2015-11-28,Home,FC Barcelona,Real Sociedad,4:0,RW,91,4:0,Left-footed shot,Neymar,2015-16,2010s,True,91+
UEFA Champions League,Group Stage,2015-12-09,Away,FC Barcelona,Bayer 04 Leverkusen,1:1,RW,20,0:1,Right-footed shot,Ivan Rakitic,2015-16,2010s,False,16-30
LaLiga,15,2015-12-12,Home,FC Barcelona,Deportivo de La Coruña,2:2,RW,39,1:0,Direct free kick,Not Applicable,2015-16,2010s,True,31-45
Club World Cup,Final,2015-12-20,Away,FC Barcelona,CA River Plate,0:3,RW,36,0:1,Left-footed shot,Neymar,2015-16,2010s,False,31-45
LaLiga,17,2015-12-30,Home,FC Barcelona,Real Betis Balompié,4:0,RW,33,2:0,Right-footed shot,Neymar,2015-16,2010s,True,31-45
Copa del Rey,Round of 16,2016-01-06,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,13,1:1,Left-footed shot,Andrés Iniesta,2015-16,2010s,True,0-15
Copa del Rey,Round of 16,2016-01-06,Home,FC Barcelona,RCD Espanyol Barcelona,4:1,RW,44,2:1,Direct free kick,Not Applicable,2015-16,2010s,True,31-45
LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,8,1:0,Left-footed shot,Arda Turan,2015-16,2010s,True,0-15
LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,14,2:0,Left-footed shot,Luis Suárez,2015-16,2010s,True,0-15
LaLiga,19,2016-01-09,Home,FC Barcelona,Granada CF,4:0,RW,58,3:0,Tap-in,Not Applicable,2015-16,2010s,True,46-60
LaLiga,20,2016-01-17,Home,FC Barcelona,Athletic Bilbao,6:0,RW,7,1:0,Penalty,Not Applicable,2015-16,2010s,True,0-15
LaLiga,21,2016-01-23,Away,FC Barcelona,Málaga CF,1:2,RW,51,1:2,Left-footed shot,Adriano,2015-16,2010s,False,46-60
LaLiga,22,2016-01-30,Home,FC Barcelona,Atlético de Madrid,2:1,RW,30,1:1,Left-footed shot,Jordi Alba,2015-16,2010s,True,16-30
Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,29,3:0,Left-footed shot,Neymar,2015-16,2010s,True,16-30
Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,59,4:0,Left-footed shot,Luis Suárez,2015-16,2010s,True,46-60
Copa del Rey,Semi-Finals,2016-02-03,Home,FC Barcelona,Valencia CF,7:0,RW,74,5:0,Left-footed shot,Not Applicable,2015-16,2010s,True,61-75
LaLiga,24,2016-02-14,Home,FC Barcelona,Celta de Vigo,6:1,RW,28,1:0,Direct free kick,Not Applicable,2015-16,2010s,True,16-30
LaLiga,16,2016-02-17,Away,FC Barcelona,Sporting Gijón,1:3,RW,25,0:1,Left-footed shot,Luis Suárez,2015-16,2010s,False,16-30
LaLiga,16,2016-02-17,Away,FC Barcelona,Sporting Gijón,1:3,RW,31,1:2,Left-footed shot,Luis Suárez,2015-16,2010s,False,31-45
UEFA Champions League,Round of 16,2016-02-23,Away,FC Barcelona,Arsenal FC,0:2,RW,71,0:1,Left-footed shot,Neymar,2015-16,2010s,False,61-75
UEFA Champions League,Round of 16,2016-02-23,Away,FC Barcelona,Arsenal FC,0:2,RW,83,0:2,Penalty,Not Applicable,2015-16,2010s,False,76-90
LaLiga,26,2016-02-28,Home,FC Barcelona,Sevilla FC,2:1,RW,31,1:1,Direct free kick,Not Applicable,2015-16,2010s,True,31-45
LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,23,0:2,Left-footed shot,Neymar,2015-16,2010s,False,16-30
LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,53,0:3,Left-footed shot,Not Applicable,2015-16,2010s,False,46-60
LaLiga,27,2016-03-03,Away,FC Barcelona,Rayo Vallecano,1:5,RW,72,1:4,Left-footed shot,Sergio Busquets,2015-16,2010s,False,61-75
LaLiga,28,2016-03-06,Away,FC Barcelona,SD Eibar,0:4,RW,42,0:2,Left-footed shot,Munir El Haddadi,2015-16,2010s,False,31-45
LaLiga,28,2016-03-06,Away,FC Barcelona,SD Eibar,0:4,RW,76,0:3,Penalty,Not Applicable,2015-16,2010s,False,76-90
LaLiga,29,2016-03-12,Home,FC Barcelona,Getafe CF,6:0,CF,41,4:0,Left-footed shot,Arda Turan,2015-16,2010s,True,31-45
UEFA Champions League,Round of 16,2016-03-16,Home,FC Barcelona,Arsenal FC,3:1,RW,86,3:1,Left-footed shot,Neymar,2015-16,2010s,True,76-90
LaLiga,33,2016-04-17,Home,FC Barcelona,Valencia CF,1:2,RW,63,1:2,Left-footed shot,Jordi Alba,2015-16,2010s,True,61-75
LaLiga,34,2016-04-20,Away,FC Barcelona,Deportivo de La Coruña,0:8,RW,73,0:6,Left-footed shot,Luis Suárez,2015-16,2010s,False,61-75
LaLiga,35,2016-04-23,Home,FC Barcelona,Sporting Gijón,6:0,RW,13,1:0,Header,Not Applicable,2015-16,2010s,True,0-15
LaLiga,37,2016-05-08,Home,FC Barcelona,RCD Espanyol Barcelona,5:0,RW,8,1:0,Direct free kick,Not Applicable,2015-16,2010s,True,0-15
Supercopa,Final,2016-08-17,Home,FC Barcelona,Sevilla FC,3:0,RW,55,3:0,Header,Lucas Digne,2016-17,2010s,True,46-60
LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompié,6:2,RW,37,2:1,Left-footed shot,Sergi Roberto,2016-17,2010s,True,31-45
LaLiga,1,2016-08-20,Home,FC Barcelona,Real Betis Balompié,6:2,RW,58,5:1,Left-footed shot,Arda Turan,2016-17,2010s,True,46-60
UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,3,1:0,Left-footed shot,Neymar,2016-17,2010s,True,0-15
UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,27,2:0,Left-footed shot,Neymar,2016-17,2010s,True,16-30
UEFA Champions League,Group Stage,2016-09-13,Home,FC Barcelona,Celtic FC,7:0,RW,60,5:0,Left-footed shot,Luis Suárez,2016-17,2010s,True,46-60
LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganés,1:5,RW,15,0:1,Left-footed shot,Luis Suárez,2016-17,2010s,False,0-15
LaLiga,4,2016-09-17,Away,FC Barcelona,CD Leganés,1:5,RW,55,0:4,Penalty,Not Applicable,2016-17,2010s,False,46-60
LaLiga,8,2016-10-15,Home,FC Barcelona,Deportivo de La Coruña,4:0,RW,58,4:0,Left-footed shot,Neymar,2016-17,2010s,True,46-60
UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,17,1:0,Left-footed shot,Andrés Iniesta,2016-17,2010s,True,16-30
UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,61,2:0,Left-footed shot,Andrés Iniesta,2016-17,2010s,True,61-75
UEFA Champions League,Group Stage,2016-10-19,Home,FC Barcelona,Manchester City,4:0,RW,69,3:0,Left-footed shot,Luis Suárez,2016-17,2010s,True,61-75
LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,22,0:1,Left-footed shot,Ivan Rakitic,2016-17,2010s,False,16-30
LaLiga,9,2016-10-22,Away,FC Barcelona,Valencia CF,2:3,RW,94,2:3,Penalty,Not Applicable,2016-17,2010s,False,91+
UEFA Champions League,Group Stage,2016-11-01,Away,FC Barcelona,Manchester City,3:1,RW,21,0:1,Left-footed shot,Neymar,2016-17,2010s,False,16-30
LaLiga,11,2016-11-06,Away,FC Barcelona,Sevilla FC,1:2,RW,43,1:1,Left-footed shot,Neymar,2016-17,2010s,False,31-45
